YearStart,LocationAbbr,Datasource,Class,Data_Value,Low_Confidence_Limit,High_Confidence_Limit ,Sample_Size,Age(years),Education,Gender,Income
2018,WV,Behavioral Risk Factor Surveillance System,Physical Activity,47.7,42.5,53,526,,,,"Less than $15,000"
2018,OK,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,32.8,30.3,35.3,2097,,,Male,
2018,CO,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,23.6,20.6,26.9,976,,,,"$35,000 - $49,999"
2018,KS,Behavioral Risk Factor Surveillance System,Physical Activity,22.5,21.5,23.5,10806,,,,
2018,MT,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,28.5,25.6,31.6,1466,,Some college or technical school,,
2018,UT,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,36.9,33.9,39.9,1580,55 - 64,,,
2018,CO,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,21.8,20.4,23.3,4115,,,Male,
2018,UT,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,36.7,34,39.4,1778,35 - 44,,,
2018,NV,Behavioral Risk Factor Surveillance System,Physical Activity,18.2,12.6,25.6,253,18 - 24,,,
2018,IA,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,41.4,38.5,44.3,1302,45 - 54,,,
2018,PA,Behavioral Risk Factor Surveillance System,Physical Activity,24.9,21.5,28.6,1026,,,,Data not reported
2018,ND,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,36.4,30,43.4,438,,,,"$25,000 - $34,999"
2018,LA,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,29.7,25,34.9,606,,,,Data not reported
2018,RI,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,41.3,38.6,44.1,1874,65 or older,,,
2018,RI,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,27.1,24.7,29.5,2764,,,Female,
2018,VA,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,36.8,31.9,41.9,766,,,,"$25,000 - $34,999"
2018,MI,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,29,27.4,30.6,4919,,,Female,
2018,MO,Behavioral Risk Factor Surveillance System,Physical Activity,20.1,16.7,24,829,,,,"$50,000 - $74,999"
2018,GU,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,32.9,26.5,39.9,323,65 or older,,,
2018,UT,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,30.3,27.6,33.2,1637,,,,"$50,000 - $74,999"
2018,AK,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,40.4,36.8,44.1,1341,,,Male,
2018,IL,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,32.8,28.6,37.2,701,,,,"$50,000 - $74,999"
2018,NC,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,38.7,35.8,41.6,1546,,College graduate,,
2018,NH,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,36.6,33.6,39.7,1786,,,,"$75,000 or greater"
2018,ND,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,35.1,33.3,37,5224,,,,
2018,DE,Behavioral Risk Factor Surveillance System,Physical Activity,21.1,17.3,25.4,648,,,,"$50,000 - $74,999"
2018,CO,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,35.2,22.5,50.3,61,,,,
2018,AZ,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,36.5,33.8,39.4,2713,,College graduate,,
2018,MN,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,33.4,31.6,35.2,3341,55 - 64,,,
2018,NH,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,29.6,27.9,31.4,5235,,,,
2018,MS,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,35.9,32.8,39.1,1485,,College graduate,,
2018,ID,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,31.7,24.1,40.5,261,,,,"Less than $15,000"
2018,NM,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,34.3,31.1,37.5,1679,,High school graduate,,
2018,CT,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,29.8,26.4,33.4,1251,,,,"$50,000 - $74,999"
2018,CO,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,30.4,18.5,45.5,56,,,,
2018,SC,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,29.2,27.6,30.9,5901,,,Female,
2018,IA,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,34.2,30.9,37.8,1013,,,,Data not reported
2018,ND,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,33.6,30.3,37,1422,,High school graduate,,
2018,OK,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,35.8,32.6,39.2,1368,,High school graduate,,
2018,WV,Behavioral Risk Factor Surveillance System,Physical Activity,37.9,35.3,40.6,1832,65 or older,,,
2018,CT,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,22.9,21.3,24.5,4625,,College graduate,,
2018,OR,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,25.6,21.9,29.7,795,,,,Data not reported
2018,MS,Behavioral Risk Factor Surveillance System,Physical Activity,33.7,28.9,39,591,,,,"$25,000 - $34,999"
2018,NH,Behavioral Risk Factor Surveillance System,Physical Activity,27.4,25.3,29.6,2408,65 or older,,,
2018,NE,Behavioral Risk Factor Surveillance System,Physical Activity,20.1,17.9,22.6,2241,,,,"$50,000 - $74,999"
2018,LA,Behavioral Risk Factor Surveillance System,Physical Activity,35.1,31.3,39.2,1119,55 - 64,,,
2018,MN,Behavioral Risk Factor Surveillance System,Physical Activity,19.9,18.2,21.7,2793,45 - 54,,,
2018,ND,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,41.7,37.5,46.1,677,45 - 54,,,
2018,WY,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,34,30.7,37.5,983,55 - 64,,,
2018,LA,Behavioral Risk Factor Surveillance System,Physical Activity,54.5,47.9,61,583,,,,"Less than $15,000"
2018,DE,Behavioral Risk Factor Surveillance System,Physical Activity,35.6,30.4,41.2,545,,,,
2018,NH,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,38.1,30.3,46.6,293,,,,"Less than $15,000"
2018,VI,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,,,,,,,,"Less than $15,000"
2018,US,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,32,30.1,34.1,8341,,,,
2018,UT,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,21,13,32,91,,,,
2018,GU,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,29.6,19.7,41.9,138,,,,
2018,NY,Behavioral Risk Factor Surveillance System,Physical Activity,31.6,29.2,34.1,4902,,,,"$15,000 - $24,999"
2018,WV,Behavioral Risk Factor Surveillance System,Physical Activity,,,,,,,,
2018,NM,Behavioral Risk Factor Surveillance System,Physical Activity,22.2,20.8,23.6,6712,,,,
2018,IL,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,36.7,31,42.7,382,,Less than high school,,
2018,AK,Behavioral Risk Factor Surveillance System,Physical Activity,25.7,21.1,30.9,641,55 - 64,,,
2018,DE,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,32.6,28,37.7,688,,,,"$15,000 - $24,999"
2018,CA,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,42,40.4,43.7,5733,,,Male,
2018,KY,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,,,,,,,,
2018,NH,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,,,,,,,,
2018,VT,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,28,23.9,32.5,666,35 - 44,,,
2018,SD,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,40.3,34.7,46,992,,,,"$50,000 - $74,999"
2018,LA,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,41.5,36.7,46.3,734,,,,"$15,000 - $24,999"
2018,WA,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,29.9,27,32.9,1272,25 - 34,,,
2018,IL,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,38.5,34.4,42.9,700,,,,
2018,VI,Behavioral Risk Factor Surveillance System,Physical Activity,,,,,,,,
2018,US,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,33,32.2,33.8,41186,25 - 34,,,
2018,HI,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,28,22,34.9,314,,Less than high school,,
2018,NV,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,29.6,23.8,36,380,25 - 34,,,
2018,VI,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,,,,,,,,
2018,VT,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,38.3,34.5,42.2,961,45 - 54,,,
2018,PA,Behavioral Risk Factor Surveillance System,Physical Activity,11.8,10.1,13.7,2005,,,,"$75,000 or greater"
2018,DE,Behavioral Risk Factor Surveillance System,Physical Activity,35.1,32.4,38,1841,65 or older,,,
2018,CA,Behavioral Risk Factor Surveillance System,Physical Activity,25.4,21.7,29.4,1129,,,,"$35,000 - $49,999"
2018,SC,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,17.4,9,31.1,53,,,,
2018,TX,Behavioral Risk Factor Surveillance System,Physical Activity,29,23,35.9,897,,,,"$25,000 - $34,999"
2018,TN,Behavioral Risk Factor Surveillance System,Physical Activity,41.2,38,44.5,1644,65 or older,,,
2018,KY,Behavioral Risk Factor Surveillance System,Physical Activity,17.5,15.4,19.7,2658,,College graduate,,
2018,PR,Behavioral Risk Factor Surveillance System,Physical Activity,52.2,48.7,55.6,1250,,High school graduate,,
2018,VT,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,34,32.3,35.8,5572,,,,
2018,CT,Behavioral Risk Factor Surveillance System,Physical Activity,19.5,16.8,22.5,1320,,,,"$50,000 - $74,999"
2018,MD,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,30.1,28.6,31.6,8871,,,Female,
2018,GU,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,41,35.1,47.2,558,,,,
2018,US,Behavioral Risk Factor Surveillance System,Physical Activity,22,19.4,24.8,3214,,,,
2018,LA,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,40.6,35.9,45.5,626,35 - 44,,,
2018,WY,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,34.2,29.9,38.7,684,,,,"$50,000 - $74,999"
2018,ID,Behavioral Risk Factor Surveillance System,Physical Activity,19.4,14.9,24.8,427,35 - 44,,,
2018,CA,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,26,24.6,27.5,5733,,,Male,
2018,MD,Behavioral Risk Factor Surveillance System,Physical Activity,25.4,23.4,27.5,3306,,,,
2018,WI,Behavioral Risk Factor Surveillance System,Physical Activity,44.1,21.7,69.1,137,,,,
2018,CA,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,30.1,27.4,32.9,2003,55 - 64,,,
2018,MA,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,29.7,27.6,31.8,3154,,,Female,
2018,TN,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,39.3,33.5,45.4,533,,,,"Less than $15,000"
2018,PR,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,37.3,29.5,45.8,180,,,,"$75,000 or greater"
2018,VI,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,,,,,,,Male,
2018,TX,Behavioral Risk Factor Surveillance System,Physical Activity,25.6,23.9,27.5,11194,,,,
2018,HI,Behavioral Risk Factor Surveillance System,Physical Activity,24.7,21.1,28.6,1054,,,,"$15,000 - $24,999"
2018,RI,Behavioral Risk Factor Surveillance System,Physical Activity,12.2,10.5,14.1,2386,,College graduate,,
2018,MO,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,37.6,32.9,42.5,792,,,,"$50,000 - $74,999"
2018,PR,Behavioral Risk Factor Surveillance System,Physical Activity,50,46,53.9,888,,,,Data not reported
2018,GU,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,33.5,28.6,38.8,529,,High school graduate,,
2018,US,Behavioral Risk Factor Surveillance System,Physical Activity,31.9,31.4,32.5,151918,65 or older,,,
2018,MI,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,26.3,22.7,30.3,772,18 - 24,,,
2018,DE,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,34.9,31.4,38.6,1249,,Some college or technical school,,
2018,PR,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,,,,,,,,
2018,VI,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,,,,,,,,
2018,AZ,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,36.7,24.5,50.9,88,,,,
2018,IL,Behavioral Risk Factor Surveillance System,Physical Activity,40.2,35.9,44.7,735,,,,"$15,000 - $24,999"
2018,MS,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,45.7,42.8,48.7,2108,,,,
2018,NM,Behavioral Risk Factor Surveillance System,Physical Activity,21.3,17.8,25.3,906,,,,Data not reported
2018,AL,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,38.4,34.2,42.8,937,,,,"$15,000 - $24,999"
2018,MN,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,35.2,27.6,43.5,189,,,,
2018,HI,Behavioral Risk Factor Surveillance System,Physical Activity,19.4,17.3,21.7,2203,,Some college or technical school,,
2018,MT,Behavioral Risk Factor Surveillance System,Physical Activity,22.7,21.3,24.3,5184,,,,
2018,OR,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,,,,,,,,
2018,MN,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,24.4,21.5,27.5,1117,18 - 24,,,
2018,NM,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,,,,,,,,
2018,LA,Behavioral Risk Factor Surveillance System,Physical Activity,15,13.1,17.2,1708,,College graduate,,
2018,KS,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,32.7,30.6,34.7,2962,,Some college or technical school,,
2018,SC,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,36.2,34.4,38,5901,,,Female,
2018,OK,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,34.6,32.6,36.6,3680,,,,
2018,NE,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,34.5,32.4,36.7,4256,,Some college or technical school,,
2018,CA,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,27.8,24.6,31.3,1042,18 - 24,,,
2018,DC,Behavioral Risk Factor Surveillance System,Physical Activity,18.6,14.2,24.1,419,,,,"$50,000 - $74,999"
2018,MO,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,30,18.6,44.4,102,,,,
2018,US,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,29.4,26.2,32.8,2862,,,,
2018,WV,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,30.1,25,35.8,443,,Less than high school,,
2018,MN,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,32.4,31.2,33.7,7929,,,Male,
2018,UT,Behavioral Risk Factor Surveillance System,Physical Activity,35.2,30.6,40.1,545,,Less than high school,,
2018,MT,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,35.9,30.9,41.2,689,,,,"$15,000 - $24,999"
2018,WA,Behavioral Risk Factor Surveillance System,Physical Activity,22.2,19.2,25.5,985,,,,
2018,MO,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,35,33.3,36.8,5802,,,,
2018,VT,Behavioral Risk Factor Surveillance System,Physical Activity,12.6,10.2,15.4,1032,,,,"$50,000 - $74,999"
2018,MD,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,33.1,31.6,34.7,8871,,,Female,
2018,OR,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,30.5,26.9,34.4,774,35 - 44,,,
2018,ME,Behavioral Risk Factor Surveillance System,Physical Activity,10.4,8.6,12.5,2489,,,,"$75,000 or greater"
2018,MT,Behavioral Risk Factor Surveillance System,Physical Activity,20.6,18.1,23.3,1589,,Some college or technical school,,
2018,MD,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,18.1,14.6,22.3,589,18 - 24,,,
2018,MA,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,,,,,,,,
2018,OK,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,2.6,0.8,8.3,51,,,,
2018,AZ,Behavioral Risk Factor Surveillance System,Physical Activity,18.5,15.2,22.3,1132,45 - 54,,,
2018,DC,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,32.9,29,37.1,649,45 - 54,,,
2018,TN,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,37.4,34.1,40.7,1523,65 or older,,,
2018,PA,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,27.5,23.6,31.9,787,,,,Data not reported
2018,RI,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,32,27.2,37.2,661,,,,"$15,000 - $24,999"
2018,AR,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,,,,,,,,
2018,MN,Behavioral Risk Factor Surveillance System,Physical Activity,28.5,26.9,30,5013,65 or older,,,
2018,SD,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,47.5,39.2,56,933,,,,
2018,MD,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,25.6,23,28.5,2628,,,,Data not reported
2018,GA,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,36.7,32.6,40.9,757,,Less than high school,,
2018,SD,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,12.6,8.5,18.3,337,18 - 24,,,
2018,IA,Behavioral Risk Factor Surveillance System,Physical Activity,37.2,32.6,42.1,527,,,,"Less than $15,000"
2018,AK,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,27.9,20.8,36.2,261,,,,"$35,000 - $49,999"
2018,WI,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,36.6,34.7,38.6,3926,,,,
2018,PR,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,38.5,35.6,41.5,1513,,College graduate,,
2018,CO,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,36.7,34.9,38.5,3824,,College graduate,,
2018,WV,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,45.6,40.3,50.9,504,,,,"Less than $15,000"
2018,OK,Behavioral Risk Factor Surveillance System,Physical Activity,15.7,13.8,17.8,1700,,College graduate,,
2018,PA,Behavioral Risk Factor Surveillance System,Physical Activity,20.8,18.9,22.8,3017,,,Male,
2018,DC,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,12.3,10.3,14.6,1806,,,,
2018,LA,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,40.4,37.1,43.8,1498,,High school graduate,,
2018,VI,Behavioral Risk Factor Surveillance System,Physical Activity,,,,,35 - 44,,,
2018,TN,Behavioral Risk Factor Surveillance System,Physical Activity,29.4,14.7,50.1,51,,,,
2018,IN,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,44,27.4,62,62,,,,
2018,VA,Behavioral Risk Factor Surveillance System,Physical Activity,22.4,20,25.1,1727,45 - 54,,,
2018,AL,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,33.5,29.8,37.3,1224,,,,Data not reported
2018,MA,Behavioral Risk Factor Surveillance System,Physical Activity,22.4,21.1,23.8,6658,,,,
2018,NM,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,31.1,27,35.6,806,,,,"Less than $15,000"
2018,TX,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,33.6,30.7,36.6,3942,,College graduate,,
2018,TN,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,,,,,,,,
